BDL,PHL,19393,WN,0,0,4,2006-07-03,1,1610,1724
,PHL,19393,WN,,NA,NA,2006-07-03,1,1235,
BDL,TPA,19393,WN,0,0,0,2006-07-03,1,1920,2215
